ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,content_new,sentiment
1095,em vừa khui ra sài thử thì thấy có một lượng dầu nhỏ bị tách ra khỏi kem. cho em hỏi là có ảnh hưởng đến chất lượng của sp kh ạ ?,20/03/2024,19:20,5,422200342,xài thử tách,0
1163,nào giờ mình ko xài chống nắng mới xài được một tuần nay cái mê nâng tông da đã lắm em này giá hời mà xài ok thật da mình dầu mà bôi từ sáng tới chiều mặt vẫn khô ráo ko đỗ dầu luôn nên mua nha mn,19/11/2021,6:59,5,223600010,không_chống mê nâng_tông lắm đồng_ý bôi khô_ráo,0
1966,"Mình xài thấy ổn á mn ơi mình hh thiên dầu sp kìm dầu ổn chưa tới mức xuất sắc lắm nhưng đc cái sạch sâu ko khô da sd chung vs kem dưỡng nhà la roche thấy đỡ mụn hẳn , mình nghĩ các bạn nên sd thử 1 lần nha !",1/9/2022,15:41,5,422214147,xài ổn_á thiên_dầu ổn xuất_sắc lắm sạch sâu không_khô roche đỡ mụn hẳn thử,0
4327,"Cùng loại mà chai nhỏ vòi xịt nhỏ rất ok, còn chai lớn 90g vòi xịt to ơi là to, xịt lên mặt như kiểu tạt nc ý. Mình xịt ra tay rồi bôi lên mặt thì bị tấy đỏ tay",1/5/2022,10:08,4,248700027,xịt xịt xịt bôi tấy đỏ,0
3622,Mình đã dùng. Rất hiệu quả,13/01/2024,21:01,5,422208981,hiệu_quả,0
1871,"mình mới xài thui nhưng thấy mi có đen hơn, khỏe hơn và dài ra đc tí tí",19/10/2020,23:35,5,256700011,xài đen tí,0
117,Đang dùng xem hiệu quả thế nào. Serum sd được mấy ngày thấy nổi nhiều mụn lên hơn mình nghĩ là đẩy mụn ẩn nên vẫn tiếp tục kiên trì,26/05/2022,20:41,5,327500002,serum nổi đẩy,0
348,"Mùi tràm trà dễ chịu, đắp lên da thấy nóng nhẹ nhưng không khó chịu , sau khi đắp xong chỉ cần vô nhẹ là dưỡng chất đã thấm vào da không gây nhờn rít như các loại mask khác Nên bỏ mask vào tủ lạnh trc khi đắp để có được trải nghiệm tốt nhất",6/10/2019,15:26,5,308500009,dễ_chịu đắp vô_nhẹ thấm mask đắp tốt,0
2793,"ngon - bổ - rẻ, mặt nạ ôm sát da, không bị rơi rớt khi hoạt động, cấp ẩm tốt, mà có hiệu quả trị thâm đáng kể",16/12/2020,17:53,5,365000015,bổ rẻ mặt_nạ ôm sát hoạt_động tốt,0
1422,"Mình da hỗn hợp thiên dầu, gel rửa mặt này rất OK, rửa sạch kiềm dầu ổn, ngoài ra còn có Gluconolactone giúp tẩy da chết dịu nhẹ. Recommend các bạn da dầu, thiên dầu, nhạy cảm dùng. Rửa sạch không gây khô da",15/08/2021,22:39,5,293500006,hỗn_hợp thiên_dầu rửa rửa sạch ổn giúp chết dịu nhẹ thiên_dầu rửa sạch khô,0
1676,"Sản phẩm đạt yêu cầu, nhưng không có gì nổi bật.",12/6/2024,12:06,3,200400003,,1
885,"Không thấy có điểm gì nổi bật, chất lượng chỉ bình thường.",26/09/2024,8:55,2,422210047,nổi_bật,1
2591,ngon,1/2/2021,18:53,5,207500007,,0
1271,Ngon,11/3/2024,14:49,4,204900024,,0
2930,"ôm sát mặt, cấp ẩm tốt",27/09/2023,10:24,5,422207149,ôm sát tốt,0
1988,"nhân viên tư vấn nice, giá cả hợp lý. Ncl tui da hơi ngăm thì dùng nâng tone là vừa đẹp, lớp finish khá ổn , k bị mốc",1/12/2022,13:40,5,249500019,tư_vấn hơi ngăm nâng đẹp ổn,0
2458,"Cấp ẩm tốt,đắp siêu thích ^^",8/2/2020,16:09,5,308500004,tốt đắp,0
2366,"Sử dụng dễ dàng, thoải mái",30/04/2023,13:23,5,422202253,,0
1649,Mình da dầu vẫn xài tốt nha….,28/05/2023,16:32,5,318900019,xài tốt,0
1302,"hớp với da mình... nắng mưa ko chịu mùa nào, không thích hợp loại dày mà mỏng quá cũng không thấm..... thôi xài đại vậy sức nhiều 1 chút.",23/06/2022,20:48,5,422211878,hớp không_thích_hợp dày mỏng không_thấm xài đại_vậy sức,0
2458,"Cấp ẩm tốt,đắp siêu thích ^^",8/2/2020,16:09,5,308500018,tốt đắp,0
1210,sp tốt giao hàng nhanh,14/06/2021,11:06,5,224100019,tốt,0
1525,sản phẩm chất lượng đáng để sử dụng,29/02/2024,19:26,5,211300007,chất_lượng,0
3161,"Da hhd mjk thấy khá hợp nhé , trộm vía da đỡ mụn hơn trc , giúp ổn định da",5/6/2023,23:29,5,345800001,hhd hợp đỡ mụn giúp,0
2924,Cấp ẩm tuyệt vời. Chất dưỡng trong bịch nhiều lắm đắp nguyên cổ lun còn dư. Ẩm tới mức đắp lên trong suốt lun. Ai da khô thì tối trước khi ngủ 1 miếng là cải thiện lắm lun đó.,4/11/2024,12:50,5,422207151,dưỡng_trọng_bịch lắm đắp dư ẩm đắp suốt khô cải_thiện lắm,0
2182,"Tinh chat tham nhanh , hy vong mo tham quang & nep nhan cho doi mat .",13/06/2020,9:19,5,100280011,,0
673,Mình rất thích HASAKI và sản phẩm tẩy trang này,4/5/2023,19:03,5,422216594,thích hasaki,0
2453,ok,30/03/2020,0:37,5,308500015,,0
1274,Sp xài ok.. dịu nhẹ.. sạch da.. mùi thơm rất dễ chịu..Nói chung là lần đầu chuyển qua hiệu này xài thấy ưng!,4/10/2023,14:43,5,204900005,xài dịu nhẹ sạch thơm dễ_chịu xài,0
2384,Sư dụng dê damg. Rat thoải mai. Thư gian tot độ,29/04/2023,11:58,5,308500004,,0
1315,"Sài ok lắm, mình bị mụn, mà kiên trì sử dụng, mụn giảm hẳn luôn đó.",9/2/2022,0:53,5,422211878,đồng_ý lắm mụn kiên_trì mụn hẳn,0
3674,?,9/12/2018,0:00,3,207300009,,1
1479,Em mua này cho ba em để phục hồi da nghiện corticoid tốt lắm,11/7/2021,19:55,5,204900128,phục_hồi nghiện corticoid tốt lắm,0
1971,"serum có mùi thơm nhẹ, thẩm thấu nhanh.",2/1/2022,23:10,5,371600006,thơm nhẹ,0
1673,Minh thuộc da hhtd .Lúc bôi có cam giac bết dính nhưng sáng dậy dậy mat hông đổ dầu . Rửa mặt cảm thấy rất mịn da.,23/10/2021,11:57,5,318900005,bôi dính dậy dậy đổ rửa mịn,0
2412,sài đã lắm nha. để tủ lạnh sài mát lạnh se khít chân lông min da dưỡng ẩm cực tốt.,29/03/2022,8:08,5,308500009,lắm tủ_lạnh xài mát lạnh khít ẩm_cực tốt,0
2383,Sử dụng dễ dàng .rất thoải mái .thư giãn tột độ,29/04/2023,12:10,5,308500015,dễ_dàng thoải_mái,0
3731,Đã xài không dưới 10 chai,17/02/2021,18:30,5,377400001,xài không_dưới,0
1219,"Da mình dễ nổi mụn mà nghe review em này cũng nhiều nên mình mua thử. Giá mềm, k bí da, k lên tông, mùi dễ chịu. Nói chung ok. Mình ngồi văn phòng nên dùng ngày có lần à. Xài đc 1,5 tháng rồi mà còn cũng gần nữa chai. Với lại mình chỉ dùng mặt thôi, cổ mình thoa kcn khác",1/11/2020,21:03,5,422215804,nổi thử mềm không_lên tông văn_phòng xài mà_còn kcn,0
1366,"Tuỵp 15g thuận tiện khi đi du lịch. Sau khi xức, cảm nhận dự án mịn, mướt.",3/11/2024,11:56,5,422200305,thuận_tiện cảm_nhận,0
1773,"Sản phẩm sử dụng tốt, khá mềm,, ko bị bông thừa. Mỗi tội dùng nhanh hết.",11/7/2021,10:46,5,100230069,tốt mềm không_bị,0
2424,"Rất thích loại mask này, dùng xong da mịn mát, không nhờn rít.",22/06/2021,21:03,5,308500037,không,0
1544,"Xịn lắm, srm này mình thích nhất trong các loại mình dùng",13/09/2022,13:02,5,211300007,xịn lắm thích nhất_trọng,0
642,Tốt,9/3/2024,17:07,5,100230059,tốt,0
1751,Giao hàng nhanh. Sản phẩm dùng không bị rát như peeling của The Ordinary. Tiện cái là không cần phải rửa lại mà như 1 loại dưỡng.,20/04/2022,1:25,4,100220035,rát tiện rửa,0
684,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",1/5/2023,10:02,5,422205163,dễ_dàng thoải_mái,0
1475,đã dùng tới chai thứ 3 r siêu tốt mọi ng nên thử nha,7/10/2021,17:50,5,422210784,tốt thử,0
1035,"Giao hàng quá chậm, chất lượng sản phẩm tệ hại.",6/1/2022,19:17,1,422214148,chậm chất_lượng,1
3278,"xài chắc cũng phải trên dưới 10 chai, lần nào cũm ưnggg",27/09/2024,14:14,5,422210956,xài cũm,0
2279,"Đây là lần đầu tiên mình mua dung tích 50ml, chất lượng đảm bảo tuy nhiên thiết kế dạng dẹp có vẻ không còn phù hợp với dung tích lớn như vậy, mình sử dụng mà bị tràn ra ngoài. Mong Cocoon có thể cân nhắc điều chỉnh lại thiết kế chai",30/05/2024,15:21,5,422215665,phân_tích đảm_bảo_nhiên dẹp tràn điều_chỉnh thiết_kế,0
1771,"Mình sử dụng được ba ngày rồi, thấy da có cải thiện mịn hơn, sáng lên. Sp ko có mùi, màu .",18/07/2021,11:05,5,100220035,mịn,0
710,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",27/04/2023,11:29,5,308500037,dễ_dàng thoải_mái,0
773,"tẩy trang thì chưa sài nên chưa biết như nào, nhưng mà thấy check mã vạch oce hết nên vẫn vote 4 sao tẩy tbc thì dùng nhiều ròi, xuất sắc luôn ý",13/11/2021,16:59,4,100230064,xài kiểm_mã oce bỏ_phiếu tẩy tbc xuất_sắc,0
1470,"kiềm dầu rất tốt,sẽ mua lại",23/12/2021,19:57,5,204900128,tốt,0
1812,"Không bết rít, ít bóng và chống nước ok, còn rẻ nữa. Chỉ nên dùng đi tắm biển hay hoạt động mạnh ngoài trời, không nên sử dụng cho mặt nhe.",19/01/2023,19:07,5,422219308,rít chống rẻ khô hoạt_động ngoài_trời,0
1144,"Không biết dùng tới chai thứ mấy rồi. Loại SRM này rất dịu nhẹ không gây kích ứng da, rất phù hợp với da nhạy cảm và dầu mụn như mình, 1 ngày mình rửa 3-4 lần luôn mà không bị khô hay kích ứng gì. Vừa rồi đổi loại SRM hãng khác thì da lại nổi mụn viêm đỏ khá nhiều. Giờ phải quay lại với Cetaphil",7/8/2023,14:20,5,422208910,dịu nhẹ không_gây mụn rửa không_bị khô khô đổi nổi mụn đỏ,0
1180,nên mya nhé cả nhà.mình da dầu.dễ bí da lên mụn.nhưng xài olay xong ngồi quạt một xíu cho nó ráo đi.thấm hết vào da.còn ẩm nhẹ trên mặt.minh xài một tháng rồi rất tốt.da đều màu hơn.và mấy thâm mụn cũng đỡ.nhìn da mịn màn hơn.mình nghĩ một hũ vậy xài cũng 3 tháng mới hết cho cả cổ và mặt.giá quá ổn áp luôn,6/4/2023,10:51,5,422211548,mya bí xài quạt thấm ẩm_nhẹ xài tốt đỡ mịn_màn xài ổn_áp,0
4038,"dùg đc mà miếng mask hơi dão, ko ôm khuôn mặt. kim cương và ngọc trai dùg thích nhất",19/01/2021,0:34,5,365000015,miếng mask hơi dão ngọc_dùg thích,0
324,"mùi trái cây thơm nhẹ, tẩy da chết dịu nhẹ không làm khô da. giá cả hợp lý",12/9/2020,17:15,5,245500010,thơm chết dịu nhẹ khô,0
2423,"Mê mask của Naruko dã man luôn ý. Mask tràm trà dày, nhiều dưỡng chất, đắp lên tê tê da mặt phê zl luôn, qua hôm sau ko thấy da đổ dầu nhiều nữa nhưng thời gian đắp lại hơi ngắn. Còn mask đỏ mỏng hơn, đắp xong da mịn cực. Mê cái dịch vụ ship hàng của Hasaki nữa, đã freeship lại còn nhanh",24/06/2021,15:26,5,308500015,mê ý_mask dày đắp phê_zl không_thấy đổ thời_đắp ngắn mask đỏ mỏng đắp cực mê freeship chóng,0
1316,"Da mình là loại cực nhạy cảm nên ít dám skincare, trvia chỉ hay nổi mụn đầu trắng, xài cái này thấy nhanh rụng cồi hơn. Có mùi cồn nhẹ ban đầu nhưng chấm lên xí là bay hơi hết nên cũng k đáng kể",4/12/2023,12:32,5,422214339,cực nhạy_cảm dám skincare khô nổi mụn trắng xài rụng cồi nhẹ_lệnh chấm hơi không_đáng_kể,0
1974,Cũng khá là oki trong tam giá,17/06/2023,20:10,5,249500019,,0
213,Okkkkkkk,23/03/2022,6:13,5,205100137,,0
1367,sản phẩm tốt,29/09/2024,11:36,4,422209663,tốt,0
3091,"Nếu trang điểm nhẹ nhàng thì tẩy trang ok , nhưng nếu kẻ mắt và sài son lì thì khó tẩy . chất dầu rất ok masage rất thích luôn , nhẹ nhàng ko nặng mặt . giá hợp lí , chai thiết kế siêu xinh . lúc đầu sài kem và serum thôi sau 2 tuần thấy da thay đổi dần , nâng tông , đều màu da , cấp ẩm , nên quyết định mua cả bộ sài . rất thích luôn .",11/7/2021,13:08,5,224100022,nhẹ_nhàng tẩy đồng_ý sài_lì tẩy đồng_ý thích nhẹ_nhàng không_nặng hợp_lí serum đổi dần nâng thích,0
2197,"Mình test thử thấy kiềm dầu khá tốt, nâng tone nữa, nói chung rất đáng tiền. Mng nên thử",28/04/2022,14:25,5,249500028,test thử tốt nâng thử,0
1182,"Kem chống nắng dạng nước, có màu trắng sữa, hơi lỏng, đổ ra tay nếu k thoa lên da nhanh thì sẽ bị chảy Không nâng tone, ngửi sát thì thấy hơi có mùi cồn, thấm nhanh Không kích ứng (mình da hh thiên dầu, nhạy cảm)",22/07/2022,23:09,5,422215804,chống trắng đổ không_lên_chóng chảy không_nâng ngửi_sát hơi thấm_chóng thiên_dầu,0
110,Mỏng nhẹ thấm nhanh không nâng tông rất tự nhiên .,31/03/2022,19:17,4,422207283,nhẹ thấm_chóng tự_nhiên,0
664,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,5/5/2023,18:32,5,100230056,thích hasaki,0
2321,"Sử dụng dễ dàng , rất thoải mái , thư giãn tột độ",4/5/2023,13:43,5,422205164,dễ_dàng thoải_mái,0
690,"Mùi hương dễ chịu, làm mát nhanh, giá thành ổn",30/04/2023,10:01,5,204100019,ổn,0
452,"Sản phẩm có thể dùng ổn, không có gì đặc sắc để nói thêm.",24/08/2020,20:19,3,249500007,ổn đặc_sắc,1
1377,"mình đã dùng hủ thứ 2, em này bôi lên da cảm giác mát mát và thấm nhanh không gây nhờn rít, sẽ cân nhắc mua lại.",24/12/2022,21:56,5,422200305,bôi thấm_chóng nhờn_rít cân_nhắc,0
1296,dùng oke mãi đỉnh,11/9/2023,10:36,5,253900004,mãi,0
2519,"Sau khi dùng qua rất nhiều sữa rửa mặt như Corsx, Somebymi, Cerave, Acwell, Laroche với làn da dầu mụn, nhạy cảm của mình thì mình đã tìm được sữa rửa mặt chân ái. Làm sạch tốt mà không bị khô da như của laroche posay, ko bị đẩy mụn như corx, có tạo bọt, đầu pump lấy sản phẩm rất vệ sinh, bao bì đơn giản nhưng đẹp, màu xinh xỉu, không mùi Mình dùng cả sáng và tối, có mụn sưng khi rữa xong mà dùng em này cũng không bị châm chích gì cả. Đánh giá 10/10 trung thành với em này luôn không đổi nữa.",17/07/2022,3:43,5,422206537,rửa cerave laroche rửa sạch tốt không_bị khô đẩy mụn vệ_bì đơn_giản đẹp xỉu sưng không_bị châm_chích không_đổi,0
674,Mình rất thích HASAKI và sản phẩm tẩy trang này,3/5/2023,19:02,5,100230064,thích hasaki,0
2308,"rât hợp vs da dầu mụn ạ,",2/8/2024,21:59,5,308500013,rât_hợp mụn,0
75,nâng tone da tốt và mềm mịn khô ráo trên da nhanh và thơm dễ chịu lắm nhma làm da bị đổ dầu nên bạn nào da dầu quá thì cân nhắc nha nhma da khô thì chân ái luôn cá nhân mình rất mê em này,13/09/2021,8:30,5,422207413,nâng tốt mềm_mịn thơm dễ_chịu lắm đổ cân_nhắc khô chân_ái mê,0
247,Hàng thì vẫn luôn tốt rồi . Nhưng mà shop bảo tặng cho 1 chai nhỏ 40mà không thấyddaau mong shop phản hồi,20/09/2021,10:43,4,422204259,tốt bảo_tặng không_thấyddaau,0
2828,Chai của mình khi nhận màu vàng không biết còn tác dụng không,8/9/2022,22:49,4,318900002,tác_dụng không,0
2489,rữa sạch k khô k nhờn da.ok,9/11/2023,7:03,5,204100019,sạch,0
2364,"Mùi hương dễ chịu, làm mát nhanh, giá thành ổn",30/04/2023,13:53,5,204100054,ổn,0
4372,"Có mùi nhẹ, tẩy trang xong cảm giác rát mặt, mặt đỏ hết lên, không may dính vào mắt thì rất cay và xót mắt. Chai to giá rẻ",9/6/2019,13:20,4,100750038,cảm_giác rát đỏ dính xót rẻ,0
3630,"kem chống,nắng đỉnh vkl gáo nhẹ mặt vãi lun á tr",2/12/2023,23:29,5,343100024,chống gáo nhẹ,0
3210,Các chị nhân viên rất nhiệt tình,3/9/2024,19:24,5,211300008,nhiệt_tình,0
434,"Mình thấy dòng mới này dùng kiềm dầu khá tốt, không nâng tông. Riêng da mình thấy hợp dòng này, thoa vào ko bết nhẹ da cực kỳ luôn. So với dòng cũ thì okla hơn nha… đáng mua",18/12/2023,13:43,5,204900013,tốt hợp nhẹ cực_kỳ cũ okla,0
3789,"mình dùng sp này được 2 năm rồi, xài hiệu quả rất tốt. nếu các bạn muốn cải thiện nhanh thì nên mua theo bộ sản phẩm, và sử dụng đúng hướng dẫn.",21/04/2022,18:42,5,204100018,xài tốt cải_thiện_chóng,0
1702,"Làm dịu da qua đêm khi da bị dị ứng, mẫn đỏ hay sau khi nặn mụn(đối với mình nha). mình mua tuýp thứ 2 lun :)) luv luv",7/4/2020,22:39,5,318900005,dịu dị_ứng_mẫn đỏ khô nặn mụn tuýp yêu yêu,0
2588,"phù hợp với giá tiền 7k, nhưng 7k mua loại ha dùng thích hơn nhiều",21/05/2021,9:12,5,365000020,thích,0
2391,"Mùi hương dễ chịu, làm mát nhanh, giá thành ổn.",28/04/2023,13:08,5,422206537,ổn,0
4234,"rít mặt nên đắp xomg phải lau lại rôid dùng dưỡng sau đó. tuy nhiên mask khá tốt, đắp xong ko bị kích ứng gì cả...",17/07/2023,23:05,4,422205635,rít đắp mask tốt_đắp,0
231,Sản phẩm tốt,9/1/2022,11:37,5,422208807,tốt,0
651,"Loại này dùng thích lắm. Mình da nhạy cảm, mụ ẩn nhiều, dùng k kích ứng mà sạch sâu. Mọi người nên thử nhé",25/12/2023,15:44,5,200400004,thích lắm nhạy_cảm mụ_ẩn sạch sâu thử,0
